timestamp(ms),acceleration_x(g),acceleration_y(g),acceleration_z(g),roll(rad),pitch(rad),yaw(rad),angular_velocity_x(rad/sec),angular_velocity_y(rad/sec),angular_velocity_z(rad/sec)
1397197763416,-0.0159,0.0204,-0.1710,-0.0473,0.1258,-2.0046,0.2551,0.2551,-0.2244
1397197763516,-0.0665,0.0203,-0.4542,-0.0374,0.1508,-2.0284,0.0575,0.0575,-0.2685
1397197763616,0.0767,-0.0140,0.1442,-0.0387,0.1517,-2.0558,0.0558,0.0558,-0.2727
1397197763714,0.0300,-0.0111,0.5089,-0.0419,0.1571,-2.0824,0.2094,0.2094,-0.3010
1397197763814,-0.0784,-0.0397,-0.1982,-0.0467,0.1815,-2.1136,0.3175,0.3175,-0.2992
1397197763913,0.1385,0.0311,-0.1669,-0.0771,0.1839,-2.1376,-0.3427,-0.3427,-0.3118
1397197764012,0.0071,-0.0234,0.0818,-0.1026,0.1582,-2.1432,-0.1112,-0.1112,-0.2580
1397197764111,-0.1403,0.0600,0.1699,-0.1324,0.1599,-2.1561,0.0313,0.0313,-0.3197
1397197764211,-0.2108,-0.0047,-0.4270,-0.1473,0.1727,-2.1662,-0.0396,-0.0396,-0.1685
1397197764310,-0.2828,0.1861,-0.3789,-0.1353,0.1645,-2.1767,-0.2437,-0.2437,-0.2617
1397197764410,-0.2665,0.0311,0.5770,-0.1023,0.1662,-2.1942,-0.0864,-0.0864,-0.3161
1397197764510,-0.0265,-0.0406,0.0118,-0.0700,0.1707,-2.2029,-0.0261,-0.0261,-0.1114
1397197764609,0.2967,0.0080,0.0167,-0.0679,0.1829,-2.2128,0.0878,0.0878,-0.2536
1397197764708,-0.0200,-0.0984,0.4691,-0.0790,0.1773,-2.2271,0.0861,0.0861,-0.1620
1397197764808,0.0904,-0.0399,0.2200,-0.0797,0.1702,-2.2356,0.0695,0.0695,-0.1748
1397197764907,0.0247,0.0350,-0.3718,-0.0865,0.1688,-2.2465,0.1207,0.1207,-0.1598
1397197765006,-0.0065,-0.0723,-0.3531,-0.0964,0.1681,-2.2511,-0.1636,-0.1636,-0.1655
1397197765105,-0.0493,-0.0075,0.1364,-0.1001,0.1660,-2.2583,-0.0709,-0.0709,-0.1773
1397197765205,-0.1065,0.0497,-0.1321,-0.0932,0.1692,-2.2650,0.0802,0.0802,-0.1649
1397197765304,-0.0098,-0.0275,-0.0994,-0.0896,0.1727,-2.2747,0.0597,0.0597,-0.1854
1397197765403,-0.0536,0.0088,0.2855,-0.0836,0.1717,-2.2825,0.0759,0.0759,-0.1575
1397197765503,-0.0018,0.0607,-0.1581,-0.0739,0.1626,-2.2917,-0.0785,-0.0785,-0.1778
1397197765602,0.0350,0.1314,0.2289,-0.0708,0.1597,-2.3006,0.0960,0.0960,-0.1613
1397197765701,0.0175,0.0130,-0.0546,-0.0720,0.1565,-2.3085,0.1033,0.1033,-0.1648
1397197765800,-0.0005,0.0531,-0.5590,-0.0665,0.1472,-2.3174,0.0332,0.0332,-0.1600
1397197765900,0.0226,0.0225,-0.1190,-0.0626,0.1424,-2.3261,0.2110,0.2110,-0.1678
1397197765999,-0.0076,0.0265,0.5910,-0.0575,0.1378,-2.3378,-0.2563,-0.2563,-0.1613
1397197766099,0.0104,0.0075,-0.0378,-0.0537,0.1357,-2.3478,-0.2298,-0.2298,-0.1708
1397197766198,-0.0209,0.0628,-0.3353,-0.0524,0.1306,-2.3582,0.0007,0.0007,-0.1718
1397197766297,0.0624,0.0907,-0.1580,-0.0580,0.1285,-2.3676,0.1579,0.1579,-0.1703
1397197766397,-0.0883,-0.0133,0.7181,-0.0590,0.1281,-2.3770,0.1585,0.1585,-0.1637
1397197766496,-0.0536,0.0749,0.5051,-0.0522,0.1280,-2.3895,0.1208,0.1208,-0.1829
1397197766595,0.0133,0.1828,-0.1070,-0.0423,0.1282,-2.4002,0.0161,0.0161,-0.1888
1397197766694,0.1331,0.0736,0.0119,-0.0408,0.1261,-2.4127,0.1086,0.1086,-0.2072
1397197766794,-0.0044,-0.0123,-0.0354,-0.0483,0.1280,-2.4235,0.3135,0.3135,-0.1761
1397197766894,-0.0897,0.0311,0.0430,-0.0456,0.1363,-2.4364,0.0132,0.0132,-0.2275
1397197766992,-0.0874,0.0990,-0.3810,-0.0422,0.1465,-2.4607,0.0541,0.0541,-0.2348
1397197767091,-0.0101,0.0120,0.1989,-0.0388,0.1520,-2.4971,-0.0187,-0.0187,-0.2352
1397197767191,-0.0634,-0.1038,-0.1004,-0.0345,0.1588,-2.5351,0.2283,0.2283,-0.2475
1397197767292,-0.0256,0.0126,-0.0834,-0.0270,0.1715,-2.5687,0.1810,0.1810,-0.2489
1397197767390,0.0013,0.1472,0.0592,-0.0243,0.1801,-2.5990,-0.0474,-0.0474,-0.2448
1397197767489,-0.0498,0.0934,0.0164,-0.0214,0.1867,-2.6155,-0.0062,-0.0062,-0.2256
1397197767588,-0.0176,-0.0268,-0.0568,-0.0244,0.1835,-2.6297,-0.0273,-0.0273,-0.2106
1397197767688,-0.0544,-0.0870,0.0050,-0.0247,0.1767,-2.6440,0.0691,0.0691,-0.2070
1397197767787,-0.0169,0.0700,0.1562,-0.0209,0.1688,-2.6555,-0.0435,-0.0435,-0.1869
1397197767886,-0.0256,0.1013,-0.3093,-0.0225,0.1726,-2.6651,-0.0319,-0.0319,-0.2018
1397197767986,-0.0203,0.0016,0.0722,-0.0241,0.1716,-2.6768,0.0474,0.0474,-0.2022
1397197768085,-0.0527,-0.0699,0.3196,-0.0239,0.1674,-2.6878,-0.0453,-0.0453,-0.1732
1397197768185,0.0028,0.0795,0.3753,-0.0257,0.1636,-2.7009,0.0253,0.0253,-0.1904
1397197768284,0.0175,0.1477,-0.1440,-0.0267,0.1639,-2.7167,0.1078,0.1078,-0.2090
1397197768383,-0.1224,0.1948,-0.0620,-0.0241,0.1687,-2.7370,0.3235,0.3235,-0.1936
1397197768482,-0.0473,-0.0240,-0.1768,-0.0193,0.1844,-2.7586,0.1896,0.1896,-0.2343
1397197768582,-0.0281,0.0217,-0.1757,-0.0174,0.1878,-2.7813,-0.0765,-0.0765,-0.2125
1397197768681,-0.0025,0.1813,-0.1956,-0.0196,0.1845,-2.7971,0.0467,0.0467,-0.1967
1397197768780,-0.0168,0.0096,-0.1770,-0.0242,0.1890,-2.8044,0.1093,0.1093,-0.2015
1397197768880,-0.0135,-0.0550,0.0303,-0.0333,0.2018,-2.8086,0.0950,0.0950,-0.2086
1397197768979,-0.1008,0.0493,0.2807,-0.0318,0.1917,-2.8172,0.0339,0.0339,-0.2079
1397197769078,0.0529,0.1830,-0.5849,-0.0346,0.1982,-2.8248,-0.0401,-0.0401,-0.2109
1397197769177,0.0255,0.1652,0.1791,-0.0363,0.1838,-2.8354,-0.2612,-0.2612,-0.1573
1397197769277,-0.0105,0.0323,-0.0211,-0.0295,0.1559,-2.8625,-0.0816,-0.0816,-0.1728
1397197769377,0.0541,0.0584,0.1725,-0.0255,0.1480,-2.8875,0.0032,0.0032,-0.1452
1397197769476,0.0678,-0.0100,-0.2753,-0.0347,0.1528,-2.9051,-0.0428,-0.0428,-0.1215
1397197769576,-0.0047,0.1817,-0.0102,-0.0466,0.1486,-2.9175,-0.0397,-0.0397,-0.1053
1397197769675,-0.1334,0.0018,0.2747,-0.0428,0.1383,-2.9277,-0.0666,-0.0666,-0.0720
1397197769775,0.0885,0.0764,0.2311,-0.0446,0.1308,-2.9375,0.0610,0.0610,-0.1033
1397197769873,-0.0231,-0.0468,-0.0688,-0.0494,0.1371,-2.9459,0.0422,0.0422,-0.0645
1397197769972,-0.0001,0.1008,-0.0881,-0.0501,0.1360,-2.9531,-0.1596,-0.1596,-0.1019
1397197770072,-0.0214,-0.0068,-0.0383,-0.0407,0.1306,-2.9639,0.0424,0.0424,-0.1025
1397197770171,0.0359,0.0105,0.1651,-0.0351,0.1310,-2.9719,0.0722,0.0722,-0.0825
1397197770270,-0.0099,-0.0154,0.0115,-0.0305,0.1278,-2.9834,0.0120,0.0120,-0.1088
1397197770370,-0.0083,-0.1451,0.3078,-0.0215,0.1331,-2.9944,-0.0617,-0.0617,-0.1220
1397197770469,-0.0367,-0.1768,0.2463,-0.0103,0.1403,-3.0092,-0.0499,-0.0499,-0.1714
1397197770568,0.0079,-0.1177,0.5172,-0.0009,0.1416,-3.0253,-0.0617,-0.0617,-0.1628
1397197770668,-0.0567,-0.1145,0.3072,0.0046,0.1475,-3.0411,0.0669,0.0669,-0.1777
1397197770767,-0.0488,-0.2427,0.0670,0.0224,0.1538,-3.0593,0.0690,0.0690,-0.1924
1397197770866,0.1709,-0.0113,0.1414,0.0169,0.1588,-3.0796,0.0406,0.0406,-0.2088
1397197770966,-0.0080,0.0580,-0.0190,0.0016,0.1621,-3.0984,0.1419,0.1419,-0.1778
1397197771065,-0.0525,0.1132,-0.1666,-0.0118,0.1563,-3.1188,0.0239,0.0239,-0.2543
1397197771164,0.0346,0.1504,0.1658,-0.0178,0.1528,3.1395,0.0987,0.0987,-0.2146
1397197771264,0.0311,-0.1027,0.1026,-0.0274,0.1595,3.1189,0.1436,0.1436,-0.2324
1397197771363,-0.0619,-0.0527,-0.4594,-0.0361,0.1672,3.0954,0.1408,0.1408,-0.2386
1397197771462,-0.1416,-0.2777,-0.1554,-0.0235,0.1732,3.0876,0.0152,0.0152,-0.2040
1397197771561,-0.0136,-0.1615,-0.4725,-0.0151,0.1769,3.0840,0.0236,0.0236,-0.2016
1397197771661,-0.0622,-0.1177,-0.1437,-0.0032,0.1730,3.0753,0.0035,0.0035,-0.1580
1397197771760,0.1378,-0.0516,0.0734,-0.0065,0.1762,3.0671,-0.0927,-0.0927,-0.1857
1397197771860,-0.0461,0.0652,0.5072,-0.0085,0.1735,3.0583,0.0012,0.0012,-0.1376
1397197771960,0.1623,0.1487,-0.2940,-0.0218,0.1822,3.0476,0.3008,0.3008,-0.1959
1397197772058,0.0030,0.0623,0.1382,-0.0320,0.1851,3.0366,-0.0213,-0.0213,-0.1516
1397197772158,-0.0438,0.1173,0.0569,-0.0354,0.1838,3.0276,0.0648,0.0648,-0.1810
1397197772258,-0.0979,-0.2191,0.4790,-0.0370,0.1892,3.0102,0.0598,0.0598,-0.1560
1397197772357,-0.1118,-0.1495,0.1289,-0.0321,0.1922,2.9946,-0.0557,-0.0557,-0.1675
1397197772456,-0.0019,0.0214,-0.4519,-0.0218,0.1941,2.9852,-0.1313,-0.1313,-0.1686
1397197772555,-0.0139,-0.1371,-0.7998,-0.0135,0.1947,2.9775,-0.0481,-0.0481,-0.1745
1397197772654,0.0485,-0.1635,-0.0982,-0.0088,0.1950,2.9698,0.0785,0.0785,-0.1448
1397197772754,0.0901,0.0246,0.0500,-0.0118,0.2021,2.9612,0.2061,0.2061,-0.1581
1397197772853,-0.0388,0.1527,0.0503,-0.0213,0.2134,2.9515,0.2595,0.2595,-0.1422
1397197772953,-0.0885,0.0516,0.1443,-0.0305,0.2187,2.9441,-0.0228,-0.0228,-0.1482
1397197773052,0.0413,-0.1394,-0.4668,-0.0287,0.2152,2.9317,-0.1424,-0.1424,-0.1388
1397197773151,0.1354,-0.1454,-0.1634,-0.0224,0.2162,2.9198,0.0557,0.0557,-0.0631
1397197773250,0.1586,0.0822,-0.2567,-0.0240,0.2148,2.9133,-0.1623,-0.1623,-0.0617
1397197773350,0.0368,0.0070,-0.1942,-0.0235,0.2141,2.9056,-0.0127,-0.0127,-0.0735
1397197773449,0.1502,0.1690,-0.1284,-0.0213,0.2072,2.8998,-0.0805,-0.0805,-0.0572
1397197773548,-0.0026,-0.0562,0.0979,-0.0260,0.2084,2.8950,-0.1704,-0.1704,-0.0389
1397197773648,-0.0384,-0.1646,0.6922,-0.0274,0.1995,2.8900,0.0055,0.0055,-0.0401
1397197773747,0.1275,0.0838,-0.1563,-0.0231,0.1859,2.8860,-0.0012,-0.0012,-0.0358
1397197773846,0.0476,0.0654,-1.0773,-0.0188,0.2023,2.8834,0.0002,0.0002,-0.0213
1397197773945,0.0027,0.0527,-0.3744,-0.0125,0.2057,2.8803,-0.1008,-0.1008,-0.0460
1397197774044,0.0092,-0.0641,0.1029,-0.0013,0.2085,2.8749,-0.0036,-0.0036,-0.0550
1397197774144,-0.0876,0.0546,0.3439,-0.0019,0.2255,2.8705,0.2111,0.2111,-0.0825
1397197774243,-0.0051,0.0494,-0.0286,-0.0271,0.2529,2.8660,-0.0529,-0.0529,-0.0490
1397197774343,-0.0980,0.0109,0.0233,-0.0115,0.2250,2.8607,-0.0419,-0.0419,-0.0165
1397197774442,0.0083,-0.0591,0.2346,-0.0089,0.2239,2.8577,0.0061,0.0061,-0.0336
1397197774541,0.0534,-0.0472,-0.0058,-0.0087,0.2313,2.8541,0.0952,0.0952,-0.0324
1397197774642,-0.0356,0.1418,0.3511,-0.0072,0.2337,2.8520,-0.3404,-0.3404,-0.0588
1397197774742,-0.0381,0.2119,-0.2288,-0.0012,0.2370,2.8493,-0.0536,-0.0536,-0.0210
1397197774840,0.3324,0.0533,0.0956,-0.0057,0.2408,2.8492,0.0424,0.0424,0.0094
1397197774939,0.0515,0.0044,0.2290,-0.0190,0.2368,2.8469,-0.0535,-0.0535,-0.0367
1397197775038,0.1219,0.0222,0.2565,-0.0316,0.2332,2.8459,0.1511,0.1511,0.0060
1397197775138,-0.1065,-0.0652,0.1361,-0.0314,0.2271,2.8458,0.0304,0.0304,-0.0034
1397197775237,0.0246,0.2237,-0.0556,-0.0305,0.2112,2.8475,0.0124,0.0124,0.0063
1397197775336,-0.0090,0.0951,-0.2021,-0.0264,0.2096,2.8483,0.0612,0.0612,0.0033
1397197775436,0.0049,0.0935,-0.3634,-0.0219,0.1931,2.8484,-0.0636,-0.0636,0.0244
1397197775536,0.0422,-0.0173,-0.1203,-0.0065,0.1893,2.8485,-0.0581,-0.0581,0.0057
1397197775635,-0.1082,-0.0530,0.1349,0.0006,0.1799,2.8473,-0.3030,-0.3030,-0.0135
1397197775734,0.0870,-0.0991,0.0629,-0.0024,0.1833,2.8458,-0.0769,-0.0769,-0.0023
1397197775834,-0.0974,-0.1538,0.3052,-0.0005,0.1870,2.8427,0.0884,0.0884,-0.0081
1397197775944,-0.0152,0.0633,-0.1369,-0.0017,0.1840,2.8932,0.0061,0.0061,-0.0070
1397197776042,0.0887,-0.0570,0.3220,0.0004,0.1813,2.9406,-0.0812,-0.0812,-0.0108
1397197776132,-0.0782,0.1116,0.2184,-0.0073,0.1814,2.9646,-0.1460,-0.1460,0.0039
1397197776244,0.2256,-0.0134,-0.1353,-0.0010,0.1760,2.9747,0.0696,0.0696,0.0170
1397197820495,0.0524,0.1385,-0.1681,0.0007,0.1716,2.9911,-0.0088,-0.0088,-0.0130
1397197820495,0.0784,0.1097,-0.1041,-0.0028,0.1771,2.9879,0.0441,0.0441,-0.0214
1397197820496,0.0597,0.0027,0.0990,-0.0042,0.1785,2.9856,0.0057,0.0057,-0.0201
1397197820496,-0.0118,0.0144,-0.1398,-0.0064,0.1738,2.9833,-0.0447,-0.0447,-0.0270
1397197820494,-0.0361,0.0761,0.0993,0.0005,0.1741,2.9844,-0.0188,-0.0188,-0.0036
1397197820498,-0.0315,-0.0202,0.0082,-0.0091,0.1737,2.9811,-0.0422,-0.0422,-0.0221
1397197820531,0.0241,0.0667,-0.0381,-0.0281,0.1413,3.0072,-1.9447,-1.9447,1.3395
1397197820624,-0.3183,-0.2106,0.2912,-0.0663,-0.1273,3.1150,-3.2936,-3.2936,0.7282
1397197820724,0.0851,-0.5876,-0.0775,-0.1369,-0.3444,3.1038,0.1554,0.1554,-0.0290
1397197820824,-0.1344,-0.6250,-0.2571,-0.3916,-0.2758,3.1306,1.3274,1.3274,-1.5977
1397197820923,0.1818,-0.5364,-0.2917,-0.5067,-0.1788,3.0601,2.3948,2.3948,-1.3112
1397197821024,0.4530,0.9088,0.5120,-0.2663,0.2328,-3.0806,-0.9387,-0.9387,1.3620
1397197821122,0.2853,0.2164,0.4014,-0.1408,0.1753,-3.0655,-0.6716,-0.6716,-0.1941
1397197821222,0.4007,0.5858,-1.0926,0.1155,-0.1619,-3.0658,-6.4949,-6.4949,-2.1409
1397197821321,0.4427,0.0886,0.5619,0.1196,-0.1713,-3.1206,0.2447,0.2447,-0.9312
1397197821420,0.0098,-0.5661,-0.1483,0.0956,-0.1615,-3.1305,0.1799,0.1799,0.0469
1397197821526,-0.2123,-0.3403,0.1447,0.1035,-0.1825,-3.1241,0.1901,0.1901,0.0593
1397197821618,-0.2496,-0.2811,0.0772,0.0935,-0.1805,-3.1218,0.1983,0.1983,0.0631
1397197821717,-0.0072,-0.2613,0.3612,0.0928,-0.1720,-3.1140,0.1419,0.1419,0.0633
1397197821817,-0.1416,-0.5351,0.5691,0.0800,-0.1622,-3.1095,0.1431,0.1431,0.0943
1397197821916,-0.1277,-0.4095,-0.4843,0.0831,-0.1736,-3.1017,-0.2257,-0.2257,0.0435
1397197822016,-0.1240,-0.2120,-0.2512,0.0875,-0.1796,-3.0969,-0.4114,-0.4114,0.0271
1397197822115,-0.1441,-0.3109,0.1726,0.0897,-0.1898,-3.1285,0.6152,0.6152,-0.8885
1397197822214,-0.3705,-0.2571,0.4182,0.0836,-0.1727,3.0368,0.2083,0.2083,-1.1024
1397197822314,-0.1215,-0.2495,0.1498,0.1302,-0.1787,3.0422,-0.3825,-0.3825,0.0471
1397197822413,-0.3627,-0.3599,-0.5446,0.0960,-0.1890,2.9855,-0.0406,-0.0406,0.0528
1397197822512,0.0352,-0.4338,-0.3476,0.0980,-0.1968,2.8950,0.1509,0.1509,0.1667
1397197822611,0.3697,-0.3458,0.9859,0.0843,-0.2006,2.8752,-0.2134,-0.2134,-0.1189
1397197822711,-0.0960,-0.2921,0.0437,0.0564,-0.2146,2.8430,-0.2291,-0.2291,0.0610
1397197822810,-0.0313,-0.5924,-0.2306,0.0701,-0.2284,2.8175,-0.5142,-0.5142,-0.3310
1397197822910,0.0433,-0.4379,-0.5741,0.0488,-0.2242,2.7519,0.2396,0.2396,-0.3119
1397197823009,-0.3127,-0.0879,0.4045,0.0167,-0.2206,2.6822,0.7569,0.7569,-0.8185
1397197823108,-0.0592,-0.7486,0.2148,0.0574,-0.2170,2.6730,-0.0926,-0.0926,0.1764
1397197823208,0.0925,-0.2635,0.5805,0.0885,-0.1824,2.6779,0.3399,0.3399,0.1581
1397197823307,0.0218,-0.3220,-0.1137,0.0750,-0.1660,2.6862,0.3249,0.3249,0.0908
1397197823406,-0.0219,-0.3297,0.1782,0.0738,-0.1884,2.6976,-0.1696,-0.1696,0.0576
1397197823505,0.0191,-0.4622,-0.0578,0.0696,-0.1892,2.7035,-0.1033,-0.1033,0.1004
1397197823605,-0.1678,-0.3429,0.3310,0.0604,-0.1943,2.7123,0.0521,0.0521,0.0704
1397197823704,0.1856,-0.3924,0.6329,0.0572,-0.1876,2.7083,0.0436,0.0436,0.1075
1397197823804,-0.0949,-0.5087,0.3355,0.0560,-0.1770,2.7075,0.0142,0.0142,0.0749
1397197823903,-0.0479,-0.3038,0.5279,0.0699,-0.1498,2.7098,-0.1049,-0.1049,0.0930
1397197824002,0.0691,-0.2401,-0.1269,0.0917,-0.0694,2.7140,-0.0472,-0.0472,0.0694
1397197824101,-0.2407,-0.1823,-0.0033,0.1030,-0.0262,2.7347,-0.0946,-0.0946,0.0677
1397197824201,-0.0146,-0.2137,-0.3061,0.0945,-0.0054,2.7586,0.0144,0.0144,0.0790
1397197824300,0.0635,-0.1308,0.3540,0.0805,0.0017,2.7791,0.2576,0.2576,0.0869
1397197824399,-0.2483,-0.2966,-0.0448,0.0843,0.0025,2.7922,-0.1428,-0.1428,0.0489
1397197824499,-0.1344,-0.1029,0.2897,0.0895,0.0060,2.8070,0.0865,0.0865,0.0287
1397197824598,0.0230,-0.2783,-0.0524,0.0870,0.0151,2.8194,-0.0656,-0.0656,0.0321
1397197824698,-0.0597,-0.1101,-0.2208,0.0981,0.0132,2.8310,-0.0043,-0.0043,0.0262
1397197824797,-0.0220,-0.1987,0.4081,0.1090,0.0137,2.8340,-0.0466,-0.0466,0.0501
1397197824896,-0.0296,-0.1609,0.1810,0.1131,0.0207,2.8370,0.1575,0.1575,0.0322
1397197824995,-0.1075,-0.0198,-0.2505,0.1168,0.0103,2.8397,0.2272,0.2272,0.0236
1397197825095,0.0303,-0.1429,0.3083,0.1140,0.0162,2.8429,0.1692,0.1692,0.0247
1397197825194,-0.2109,-0.1016,-0.0552,0.1161,0.0142,2.8456,0.0246,0.0246,0.0536
1397197825293,0.0419,-0.5207,1.2522,0.1268,0.0196,2.8465,0.1525,0.1525,0.0167
1397197825393,0.0283,-0.0178,-1.1386,0.1100,0.0413,2.8471,-0.2033,-0.2033,0.0459
1397197825492,-0.1616,-0.0798,0.1802,0.1248,0.0294,2.8517,0.0496,0.0496,0.0583
1397197825591,-0.0167,-0.0018,-0.1104,0.1220,0.0271,2.8561,-0.0022,-0.0022,0.0520
1397197825691,0.2920,-0.1850,-0.6591,0.1082,0.0245,2.8613,-0.0325,-0.0325,0.0109
1397197825790,-0.1522,-0.0133,-0.4983,0.0988,0.0262,2.8640,0.2180,0.2180,-0.0027
1397197825889,-0.1328,-0.1363,-0.1165,0.1123,0.0202,2.8702,-0.1822,-0.1822,0.0659
1397197825989,-0.0328,-0.0727,-0.5266,0.1167,0.0062,2.8795,0.0573,0.0573,0.0717
1397197826088,-0.0725,0.2153,-0.0400,0.1151,0.0263,2.8838,-0.1864,-0.1864,0.0474
1397197826188,-0.0208,-0.2596,0.0490,0.1052,0.0342,2.8788,0.0692,0.0692,0.0536
1397197826287,-0.0243,-0.1979,0.4526,0.1206,0.0325,2.8631,-0.0049,-0.0049,0.0205
1397197826386,-0.2422,0.0344,-0.3694,0.1281,0.0257,2.8577,-0.1797,-0.1797,0.1101
1397197826485,0.3495,-0.1479,-1.4764,0.1200,0.0243,2.8583,0.0198,0.0198,-0.0823
1397197826584,-0.5066,0.0710,-0.1590,0.1163,0.0296,2.8608,0.1678,0.1678,0.0935
1397197826684,-0.1223,0.0851,0.7357,0.1038,0.0435,2.8623,0.2099,0.2099,0.0120
1397197826783,-0.1321,0.1004,0.0440,0.0815,0.0601,2.8643,-0.5982,-0.5982,0.0932
1397197826883,-0.2781,0.0672,-0.1938,0.0883,0.0430,2.8667,-0.1862,-0.1862,0.0259
1397197826982,-0.2212,-0.1381,0.3365,0.0898,0.0325,2.8718,-0.0487,-0.0487,-0.0063
1397197827081,-0.0374,-0.0003,0.1691,0.0998,0.0247,2.8401,0.0355,0.0355,0.0278
1397197827181,-0.0068,0.0017,0.1037,0.0994,0.0319,2.8252,0.0308,0.0308,0.0075
1397197827280,-0.0256,-0.1892,-0.0379,0.0804,0.0476,2.8080,0.4135,0.4135,-0.0330
1397197827379,-0.1514,-0.2200,0.4715,0.0793,0.0466,2.7973,-0.0240,-0.0240,0.0283
1397197827479,-0.2667,-0.3054,-0.0825,0.0829,0.0372,2.7902,0.0232,0.0232,0.0191
1397197827578,0.1187,-0.0131,-0.8412,0.0839,0.0384,2.7840,-0.1031,-0.1031,-0.0239
1397197827681,-0.1009,-0.0552,0.1155,0.0873,0.0403,2.7838,-0.3145,-0.3145,0.0418
1397197827777,-0.0218,0.0694,-0.0883,0.0984,0.0307,2.7866,0.1015,0.1015,-0.0051
1397197827876,-0.1103,0.1401,-0.4185,0.0978,0.0301,2.7859,0.3629,0.3629,-0.0066
1397197827975,0.0321,-0.1930,-0.1944,0.0863,0.0457,2.7874,0.4712,0.4712,0.0742
1397197828075,-0.1999,0.0233,-0.0701,0.0893,0.0376,2.7884,-0.0290,-0.0290,-0.0087
1397197828174,-0.2038,-0.2138,0.6940,0.0995,0.0330,2.7914,-0.2019,-0.2019,0.0122
1397197828273,-0.2351,0.0224,-0.2057,0.0892,0.0386,2.7924,0.1500,0.1500,0.0539
1397197828373,0.0769,-0.1510,0.0994,0.0872,0.0468,2.8156,-0.3486,-0.3486,0.0020
1397197828472,-0.0569,-0.1378,-0.4439,0.0866,0.0438,2.8495,-0.1278,-0.1278,0.1183
1397197828571,-0.1276,0.0662,0.1761,0.0809,0.0351,2.8740,0.0539,0.0539,-0.0259
1397197828671,-0.1145,-0.2505,0.3801,0.0766,0.0451,2.8901,-0.1216,-0.1216,0.0718
1397197828770,-0.0754,-0.1424,0.3253,0.0693,0.0550,2.8882,-0.1309,-0.1309,-0.0174
1397197828869,-0.0791,-0.1981,-0.3553,0.0757,0.0541,2.8792,0.0212,0.0212,0.0424
1397197828969,-0.1528,0.0426,-0.2433,0.0810,0.0624,2.8707,0.0263,0.0263,-0.0065
1397197829068,-0.0779,-0.1307,0.1667,0.0892,0.0597,2.8628,-0.0140,-0.0140,0.0145
1397197829167,-0.0057,-0.0943,-0.3383,0.0904,0.0886,2.8616,0.1461,0.1461,0.0044
1397197829267,-0.1152,-0.3518,0.0870,0.0794,0.0754,2.8705,-0.1867,-0.1867,0.0018
1397197829366,-0.0170,-0.1001,-0.1053,0.0627,0.0742,2.8655,-0.1266,-0.1266,-0.0520
1397197829465,-0.1408,-0.1731,0.1308,0.0519,0.0780,2.8657,-0.1373,-0.1373,0.0188
1397197829565,-0.0710,-0.0804,-0.3390,0.0496,0.0815,2.8658,0.0329,0.0329,-0.0146
1397197829665,-0.0854,0.0150,-0.3191,0.0584,0.0934,2.8648,-0.0654,-0.0654,-0.0221
1397197829763,-0.0107,-0.1718,-0.6317,0.0624,0.0959,2.8640,-0.3204,-0.3204,-0.0038
1397197829863,-0.1274,-0.0766,0.4533,0.0681,0.0993,2.8622,0.1049,0.1049,-0.0340
1397197829962,-0.1661,-0.2643,0.3340,0.0678,0.1116,2.8602,0.5238,0.5238,-0.0256
1397197830061,0.1430,-0.2972,-0.1598,0.0755,0.1144,2.8591,0.0598,0.0598,-0.0502
1397197830161,-0.1746,-0.1465,-0.1428,0.0502,0.1442,2.8565,-0.2200,-0.2200,0.0118
1397197830260,-0.2434,0.1146,0.2445,0.0552,0.1286,2.8527,-0.4568,-0.4568,0.0014
1397197830359,-0.1480,0.0287,-0.5046,0.0567,0.1222,2.8546,-0.2224,-0.2224,0.0287
1397197830459,-0.0032,0.1483,0.1856,0.0505,0.1194,2.8564,-0.0297,-0.0297,-0.0326
1397197830558,-0.2222,-0.0594,-0.1227,0.0571,0.1140,2.8536,-0.1544,-0.1544,0.0294
1397197830657,0.0447,-0.1409,0.1608,0.0532,0.1170,2.8575,-0.1184,-0.1184,-0.0011
1397197830757,-0.0985,-0.0326,0.1762,0.0442,0.1233,2.8549,-0.0465,-0.0465,0.0093
1397197830856,-0.1241,-0.1762,-0.0322,0.0267,0.1324,2.8564,0.0499,0.0499,0.0106
1397197830955,-0.1520,0.2212,-0.3559,0.0281,0.1359,2.8579,0.3644,0.3644,0.0359
1397197831054,-0.0820,0.2449,-0.1087,0.0322,0.1505,2.8775,0.2277,0.2277,0.0271
1397197831154,-0.0895,-0.0074,-0.0553,0.0392,0.1540,2.8934,-0.1326,-0.1326,0.0200
1397197831253,-0.0282,0.0118,-0.3213,0.0340,0.1526,2.9039,-0.3806,-0.3806,0.0266
1397197831352,0.0647,-0.1047,-0.3516,0.0229,0.1373,2.9073,-0.3343,-0.3343,0.0279
1397197831452,-0.2255,-0.0815,0.1387,0.0274,0.1061,2.9113,-0.2328,-0.2328,0.0081
1397197831551,0.1803,0.0393,0.7394,0.0225,0.0978,2.9107,-0.0674,-0.0674,0.1325
1397197831651,-0.0348,-0.3385,-0.1158,0.0171,0.1075,2.9113,0.1845,0.1845,0.0641
1397197831750,-0.1442,-0.1757,0.3014,0.0020,0.1069,2.9090,-0.8880,-0.8880,-0.0260
1397197831849,0.0823,-0.2262,0.2756,0.0177,0.0730,2.9097,0.0145,0.0145,-0.0182
