timestamp(ms),acceleration_x(g),acceleration_y(g),acceleration_z(g),roll(rad),pitch(rad),yaw(rad),angular_velocity_x(rad/sec),angular_velocity_y(rad/sec),angular_velocity_z(rad/sec)
1396949185193,-0.1385,0.0205,-0.1056,-1.6379,1.2819,-0.6773,-3.1739,-3.1739,1.0474
1396949185291,-0.0511,-0.0072,-0.2729,-1.4149,1.2471,-0.8466,-0.2713,-0.2713,0.2475
1396949185391,-0.0016,-0.0016,-0.0135,-1.4625,1.2466,-0.8016,-0.1240,-0.1240,-0.0975
1396949185490,-0.0038,0.0169,-0.0777,-1.4507,1.2454,-0.8109,0.1204,0.1204,0.1382
1396949185589,0.0370,0.0059,-0.0015,-1.4968,1.2383,-0.7672,-0.0617,-0.0617,-0.0713
1396949185689,0.0616,0.0035,-0.0550,-1.5120,1.2407,-0.7519,0.1011,0.1011,-0.0007
1396949185789,0.0510,0.0046,0.0114,-1.5232,1.2404,-0.7435,-0.0436,-0.0436,0.0555
1396949185887,-0.0288,0.0059,-0.0948,-1.5579,1.2455,-0.7160,0.0835,0.0835,-0.0912
1396949185987,-0.0914,-0.0118,0.0589,-1.4100,1.2593,-0.8437,-0.2840,-0.2840,-0.2129
1396949186086,-0.0366,-0.0027,0.0520,-1.2073,1.2741,-1.0211,-0.7102,-0.7102,-0.2306
1396949186185,-0.0678,0.0268,-0.0021,-1.0254,1.2749,-1.2025,-0.3388,-0.3388,-0.4725
1396949186285,0.0184,0.0282,0.0856,-0.8100,1.2710,-1.4030,-0.8383,-0.8383,-0.3147
1396949186384,0.0158,0.0457,-0.0225,-0.5329,1.2299,-1.6772,-0.9954,-0.9954,-0.7385
1396949186483,0.0437,-0.0178,-0.0306,-0.3154,1.1700,-1.9019,-0.8400,-0.8400,-0.1911
1396949186583,-0.0589,0.0275,0.0039,-0.2096,1.1283,-1.9535,-0.1238,-0.1238,0.0230
1396949186682,-0.0064,-0.0069,-0.1141,-0.2360,1.1182,-1.8917,-0.0010,-0.0010,0.4062
1396949186781,-0.1227,-0.0443,-0.0793,-0.2028,1.1147,-1.8674,0.3461,0.3461,-0.3200
1396949186881,-0.1567,-0.0415,-0.0799,0.0155,1.1958,-2.1039,0.6841,0.6841,-1.6503
1396949186980,0.1215,0.2169,0.2361,0.3035,1.1358,-2.4859,-1.1187,-1.1187,-1.1861
1396949187080,2.5949,0.3638,0.1457,-0.4923,0.9773,-1.5805,-2.5194,-2.5194,7.6123
1396949187179,-1.0795,-0.0308,-0.9087,0.1479,1.1561,-2.2429,1.3131,1.3131,-3.3300
1396949187278,1.7619,0.7038,0.6945,-0.2606,0.7951,-1.6354,-3.1245,-3.1245,4.2229
1396949187377,-0.1034,-0.2323,-0.3645,-0.2262,0.8106,-1.6369,-0.1024,-0.1024,-0.2958
1396949187477,0.1457,0.0860,0.0237,-0.1939,0.7751,-1.6767,-0.2756,-0.2756,0.1829
1396949187576,-0.0296,-0.0032,-0.1295,-0.1937,0.7303,-1.6639,-0.3970,-0.3970,0.1369
1396949187675,0.0470,0.0247,0.0137,-0.1640,0.7267,-1.6760,0.1972,0.1972,-0.1266
1396949187774,0.0104,0.0266,-0.0226,-0.1457,0.7239,-1.6815,-0.0266,-0.0266,0.0341
1396949187874,0.0420,0.0302,-0.0089,-0.1357,0.7116,-1.6754,0.0392,0.0392,0.0325
1396949187973,0.0496,0.0242,0.0259,-0.1324,0.7099,-1.6755,-0.0480,-0.0480,0.0572
1396949188072,0.0298,0.0186,-0.0431,-0.1417,0.7011,-1.6635,0.0500,0.0500,0.0982
1396949188172,-0.0435,0.0102,0.0092,-0.1496,0.6977,-1.6569,-0.0481,-0.0481,-0.0244
1396949188271,-0.0156,0.0255,0.0003,-0.1547,0.6932,-1.6570,-0.0255,-0.0255,-0.0056
1396949188370,0.0034,0.0057,-0.0105,-0.1555,0.6851,-1.6529,0.0069,0.0069,0.0650
1396949188470,-0.0090,-0.0052,-0.0283,-0.1624,0.6793,-1.6419,-0.0538,-0.0538,0.0707
1396949188569,-0.4665,-0.1043,-0.4625,-0.1324,0.7429,-1.6886,1.9049,1.9049,-1.5784
1396949188668,0.1052,0.2052,0.2308,0.1658,0.9668,-2.0832,1.0990,1.0990,-2.9729
1396949188769,2.7287,0.8296,0.3002,-0.1731,0.8767,-1.7187,-1.4144,-1.4144,10.1514
1396949188867,-2.1642,-0.4839,-1.4588,-0.1200,0.7834,-1.5878,2.7982,2.7982,-4.9528
1396949188966,2.4603,0.6232,0.9968,-0.0786,0.7261,-1.7009,-3.3132,-3.3132,6.9997
1396949189066,-1.0592,-0.3142,-0.8896,-0.2065,0.6414,-1.4183,1.3344,1.3344,-0.3472
1396949189165,0.3250,0.1015,0.0094,-0.1510,0.6530,-1.5077,-0.2086,-0.2086,0.0509
1396949189265,-0.0846,-0.0201,-0.0399,-0.1873,0.6437,-1.4714,0.1014,0.1014,0.0944
1396949189364,-0.0026,0.0243,-0.0223,-0.1917,0.6397,-1.4683,-0.0200,-0.0200,0.0205
1396949189463,-0.0187,0.0097,0.0018,-0.1885,0.6367,-1.4712,-0.0837,-0.0837,0.2134
1396949189562,0.0082,0.0079,-0.0328,-0.1918,0.6254,-1.4667,-0.0137,-0.0137,0.0148
1396949189662,0.0325,0.0220,0.0163,-0.1833,0.6256,-1.4681,-0.0033,-0.0033,0.0767
1396949189761,0.0012,0.0119,-0.0010,-0.1824,0.6255,-1.4650,0.0057,0.0057,0.0282
1396949189860,0.0048,0.0154,0.0126,-0.1779,0.6218,-1.4659,-0.0118,-0.0118,-0.0108
1396949189959,0.0067,-0.0216,-0.0084,-0.1741,0.6148,-1.4692,-0.1600,-0.1600,0.0203
1396949190059,-0.0768,-0.0336,0.1407,-0.1141,0.5722,-1.4711,-1.0879,-1.0879,-0.0678
1396949190158,0.0737,0.0533,-0.5060,0.3100,0.2435,-1.5078,-2.3037,-2.3037,-1.2225
1396949190257,0.2559,0.1058,-0.2235,0.2316,0.2817,-1.5349,0.8419,0.8419,0.2893
1396949190357,0.1506,-0.0019,0.1828,0.1955,0.2905,-1.5009,-0.1531,-0.1531,0.4651
1396949190456,0.0322,0.0570,-0.0517,0.1470,0.3153,-1.4763,0.6074,0.6074,0.4275
1396949190556,0.0828,0.0762,0.1061,0.0815,0.3633,-1.4303,0.2893,0.2893,0.5474
1396949190655,0.0304,0.0763,0.0206,0.0422,0.3768,-1.3667,-1.4762,-1.4762,0.5501
1396949190754,0.5406,0.5043,0.2143,0.8062,-0.2815,-1.1257,2.3574,2.3574,0.5041
1396949190853,-0.1855,-0.0041,0.7515,0.6540,0.0180,-1.2265,0.2488,0.2488,-0.1420
1396949190953,0.5475,0.3708,-0.0655,0.2096,0.2095,-1.3106,3.6536,3.6536,0.7239
1396949191052,0.2448,0.2940,-0.0286,-0.1506,0.5870,-1.2458,3.9167,3.9167,-0.2118
1396949191151,-0.4478,0.1529,0.0506,-0.0876,0.8951,-1.4945,1.5863,1.5863,-3.9990
1396949191252,1.9456,0.3742,0.5555,-0.1406,0.7812,-1.4702,-3.8838,-3.8838,8.0577
1396949191350,-3.7724,0.0721,-2.4266,-0.1508,0.6361,-1.3366,4.3012,4.3012,-5.3287
1396949191450,1.3861,0.5898,0.8162,-0.1370,0.6852,-1.4840,-6.0702,-6.0702,8.5250
1396949191549,-3.7524,0.6434,-3.7981,-0.1594,0.4174,-1.0975,3.7215,3.7215,-1.2263
1396949191648,-0.3919,0.1157,0.3878,-0.0141,0.5402,-1.2971,-0.8416,-0.8416,-2.1275
1396949191747,0.2651,0.1472,0.0753,0.0315,0.4045,-1.3648,-0.9406,-0.9406,-0.1914
1396949191847,-0.1048,0.0494,-0.3347,0.0475,0.4462,-1.4490,1.1714,1.1714,-1.1040
1396949191946,0.2366,0.0688,0.1624,0.0853,0.5040,-1.5589,-0.0102,-0.0102,-0.5115
1396949192045,-0.1534,0.0347,-0.0644,0.0655,0.4794,-1.5450,-0.2725,-0.2725,-0.2090
1396949192145,-0.0084,0.0189,-0.0100,0.0694,0.4601,-1.5628,-0.2430,-0.2430,-0.1147
1396949192244,-0.0054,0.0163,-0.0632,0.0696,0.4395,-1.5692,-0.0487,-0.0487,-0.0945
1396949192344,0.0160,0.0126,0.0125,0.0822,0.4253,-1.5820,-0.0819,-0.0819,-0.0808
1396949192442,0.0271,0.0389,0.0082,0.0760,0.4147,-1.5946,0.0060,0.0060,-0.0689
1396949192542,-0.0094,-0.0029,0.0389,0.0744,0.4007,-1.5972,-0.2583,-0.2583,-0.0176
1396949192641,0.0190,0.0148,-0.0472,0.0653,0.3844,-1.6041,-0.0272,-0.0272,-0.0433
1396949192741,0.0113,0.0212,-0.0095,0.0610,0.3819,-1.6109,0.0759,0.0759,-0.0749
1396949192839,-0.0135,0.0271,-0.0452,0.0625,0.3748,-1.6137,0.0499,0.0499,-0.0766
1396949192939,-0.0075,0.0143,-0.0055,0.0627,0.3712,-1.6109,-0.0973,-0.0973,0.0501
1396949193038,-0.0236,0.0054,-0.0072,0.0615,0.3656,-1.6090,0.0359,0.0359,-0.0163
1396949193138,0.0181,0.0095,-0.0068,0.0623,0.3633,-1.6172,0.0506,0.0506,-0.0545
1396949193237,-0.0061,0.0206,-0.0185,0.0518,0.3708,-1.6169,0.2065,0.2065,0.1038
1396949193336,0.0651,0.0242,-0.2238,-0.0050,0.4237,-1.6157,1.5471,1.5471,-0.0158
1396949193436,0.1505,0.0276,0.6796,-0.0977,0.5663,-1.5771,-0.1048,-0.1048,0.3166
1396949193535,0.7193,0.6029,-1.1672,0.5256,0.0072,-1.4430,-8.2937,-8.2937,0.0000
1396949193634,0.0781,0.3801,0.3172,-0.4111,0.5035,-1.3091,9.3357,9.3357,-0.8268
1396949193735,0.7176,0.6137,0.7327,-0.1825,0.5345,-1.3329,-9.9509,-9.9509,-0.7564
1396949193833,0.3936,0.3456,0.3308,-0.5486,0.6482,-1.2655,6.3929,6.3929,-1.6189
1396949193933,0.2886,0.3851,-0.0760,-0.0447,0.4607,-1.2871,-7.2358,-7.2358,-0.3320
1396949194032,0.1988,0.1213,0.6237,-0.2775,0.5361,-1.2297,1.4688,1.4688,0.3504
1396949194131,0.0038,-0.0174,-0.2129,-0.1336,0.4342,-1.2553,-0.4570,-0.4570,-0.2955
1396949194230,0.1117,0.0171,-0.1671,-0.1396,0.4263,-1.2843,0.0158,0.0158,-0.1433
1396949194329,-0.0035,-0.0154,0.0274,-0.1436,0.4409,-1.2695,0.1340,0.1340,0.0679
1396949194429,-0.0168,0.0291,0.0103,-0.1565,0.4469,-1.2710,0.0484,0.0484,-0.0832
1396949194528,-0.0079,0.0170,-0.0264,-0.1643,0.4357,-1.2820,0.2441,0.2441,-0.0398
1396949194627,0.0436,0.0011,-0.0016,-0.1733,0.4406,-1.2796,0.0208,0.0208,0.0092
1396949194727,0.0055,0.0066,0.0028,-0.1649,0.4338,-1.2832,-0.0478,-0.0478,-0.0717
1396949194826,-0.0018,0.0002,-0.0207,-0.1556,0.4247,-1.2861,-0.0317,-0.0317,0.0625
1396949194925,0.0066,0.0003,-0.0429,-0.1532,0.4167,-1.2835,-0.1514,-0.1514,0.0264
1396949195025,0.0203,0.0025,-0.0157,-0.1501,0.4160,-1.2845,0.0280,0.0280,0.0058
1396949195124,0.0169,0.0053,0.0116,-0.1466,0.4129,-1.2827,-0.0519,-0.0519,0.0378
1396949195223,-0.0158,0.0035,-0.0222,-0.1442,0.4075,-1.2820,-0.0250,-0.0250,0.0190
1396949195323,0.0035,0.0075,-0.0010,-0.1408,0.4018,-1.2819,-0.0522,-0.0522,0.0088
1396949195422,-0.0051,0.0007,-0.0104,-0.1397,0.3985,-1.2808,-0.0094,-0.0094,-0.0015
1396949195521,-0.0162,0.0009,-0.0200,-0.1381,0.3986,-1.2825,0.0477,0.0477,-0.0489
1396949195621,-0.0047,-0.0185,-0.0122,-0.1310,0.3983,-1.2876,0.0227,0.0227,-0.0605
1396949195720,0.0011,0.0106,0.0120,-0.1268,0.4053,-1.2961,0.0086,0.0086,-0.1248
1396949195820,0.0448,0.0264,0.0500,-0.1232,0.4063,-1.3014,-0.0692,-0.0692,-0.0093
1396949195919,0.0083,0.0097,0.0026,-0.1221,0.4002,-1.3013,-0.0729,-0.0729,-0.0094
1396949196018,0.0094,-0.0091,-0.0199,-0.1206,0.3954,-1.3030,-0.0198,-0.0198,0.0373
1396949196118,-0.0057,-0.0050,0.0037,-0.1190,0.3935,-1.3055,-0.0768,-0.0768,-0.0312
1396949196217,-0.0081,0.0057,-0.0382,-0.1152,0.3959,-1.3157,0.1438,0.1438,-0.4181
1396949196316,0.3410,0.1697,-1.0345,-0.1995,0.6907,-1.1457,4.4042,4.4042,2.1457
1396949196415,0.1044,0.1915,0.3488,-0.3808,0.8434,-0.7765,1.3094,1.3094,1.4561
1396949196515,-0.4737,0.1826,0.3087,-0.1822,0.8828,-0.8375,0.0983,0.0983,-2.7071
1396949196614,-0.2463,0.1694,0.4937,0.3334,0.6956,-1.3073,-1.5855,-1.5855,-2.8520
1396949196713,0.3553,0.0892,0.0865,0.2954,0.5844,-1.3564,-1.1537,-1.1537,-0.1292
1396949196813,-0.0354,-0.1053,-0.1149,0.2825,0.5376,-1.3202,-0.0570,-0.0570,-0.0790
1396949196912,0.0003,-0.0039,0.0147,0.2898,0.5060,-1.3391,-0.3443,-0.3443,-0.2385
1396949197011,0.0448,0.0031,-0.0473,0.2840,0.4707,-1.3362,-0.2492,-0.2492,0.0272
1396949197111,-0.0666,-0.0259,0.0097,0.2780,0.4539,-1.3363,-0.2779,-0.2779,-0.2154
1396949197210,0.0219,0.0094,0.0043,0.2769,0.4268,-1.3529,-0.2111,-0.2111,-0.1767
1396949197309,0.0576,0.0307,-0.0145,0.2774,0.4132,-1.3562,-0.0733,-0.0733,0.0583
1396949197409,-0.0212,-0.0012,0.0087,0.2774,0.4085,-1.3483,-0.0796,-0.0796,0.0067
1396949197508,-0.0061,-0.0073,0.0088,0.2834,0.3960,-1.3533,-0.1549,-0.1549,-0.0993
1396949197607,0.0230,0.0028,-0.0306,0.2826,0.3929,-1.3515,0.0784,0.0784,0.0952
1396949197706,0.0290,0.0108,0.0532,0.2436,0.4053,-1.2911,0.0123,0.0123,0.1227
1396949197806,-0.0081,-0.0044,0.0078,0.2306,0.3986,-1.2749,0.0255,0.0255,-0.0317
1396949197905,0.0034,0.0022,-0.0371,0.1983,0.4016,-1.2572,0.0066,0.0066,0.1198
1396949198004,-0.0708,-0.0137,0.0648,0.1669,0.4138,-1.2516,0.0080,0.0080,-0.2853
1396949198104,-0.0137,0.0156,0.0383,0.1098,0.4139,-1.2662,-0.1411,-0.1411,-0.1421
1396949198203,0.0265,0.0265,-0.0584,-0.0346,0.4448,-1.3064,0.7028,0.7028,-0.5245
1396949198302,0.0826,0.0288,0.0298,-0.2057,0.5222,-1.3673,0.5408,0.5408,-0.4744
1396949198402,0.0122,0.0617,-0.2030,-0.3487,0.6276,-1.4512,1.4406,1.4406,-2.1960
1396949198501,-0.2577,0.5787,-0.6918,-1.5319,1.2369,-0.9925,10.8022,10.8022,-5.8889
1396949198600,3.4582,1.1978,1.5753,-2.6329,1.3048,-0.0281,-12.1767,-12.1767,7.9208
1396949198700,-3.1109,0.9753,-3.4213,-1.1845,0.9319,-1.4523,13.9719,13.9719,-8.7859
1396949198799,2.6296,0.9008,1.7998,-1.5207,1.2164,-0.9595,-9.7032,-9.7032,5.0403
1396949198898,-1.3614,0.4722,-3.7261,-0.2978,0.3902,-1.5831,10.5688,10.5688,-2.8698
1396949198998,0.0492,0.0017,0.6200,-0.5050,0.7022,-1.4367,-1.8979,-1.8979,0.1706
1396949199097,-0.0380,0.0196,0.1951,-0.4539,0.6573,-1.4673,-0.8721,-0.8721,-0.1621
1396949199196,0.0119,0.0395,-0.2503,-0.4115,0.6172,-1.4851,0.4524,0.4524,0.2442
1396949199296,0.0144,-0.0132,-0.0465,-0.3804,0.6024,-1.4826,-0.2007,-0.2007,-0.0660
1396949199395,0.0208,0.0440,0.0379,-0.3608,0.6074,-1.4843,-0.1125,-0.1125,0.0452
1396949199495,0.0210,0.0343,-0.0182,-0.3387,0.5949,-1.4886,0.1403,0.1403,-0.0440
1396949199593,0.0101,0.0232,-0.0928,-0.3147,0.5784,-1.4877,0.1164,0.1164,0.2569
1396949199693,0.0272,0.0454,0.0511,-0.2988,0.5486,-1.4137,-0.5392,-0.5392,1.1229
1396949199792,-0.0654,0.4177,-0.4685,-1.2003,0.9247,-1.0216,8.2770,8.2770,-3.2457
1396949199891,2.5046,0.6078,2.7226,-1.5702,1.1431,-0.8685,-12.9244,-12.9244,4.7002
1396949199991,-2.7931,0.9056,-5.8781,-0.6312,0.3429,-1.5719,13.5091,13.5091,-7.6978
1396949200090,2.3555,0.5642,2.1012,-1.6842,1.1768,-0.8054,-2.5511,-2.5511,1.4441
1396949200189,-0.3994,1.1508,-4.0780,-0.0084,0.1162,-1.3897,1.3382,1.3382,0.9320
1396949200289,-0.0745,0.0704,0.4172,-0.2007,0.4792,-1.3440,-0.5162,-0.5162,1.0965
1396949200388,0.0220,-0.0164,0.2734,-0.1954,0.4996,-1.3396,-0.5574,-0.5574,0.0215
1396949200487,0.1248,0.0645,-0.0462,-0.1911,0.4912,-1.3459,-0.0647,-0.0647,0.2869
1396949200587,-0.0065,0.0257,-0.1046,-0.1642,0.5491,-1.3335,1.2962,1.2962,-0.7679
1396949200686,0.0651,-0.2239,-0.0392,-0.0022,0.5084,-1.4447,-1.9955,-1.9955,0.2312
1396949200786,0.2040,0.3238,-0.3977,0.0092,0.7197,-1.1811,4.6086,4.6086,2.3733
1396949200885,-0.2337,0.1800,1.3890,0.1795,0.8632,-1.3067,-1.9180,-1.9180,-1.8228
1396949200984,-0.1260,0.6263,0.9309,0.3285,0.4375,-1.4931,-6.5418,-6.5418,-2.8496
1396949201083,0.4449,0.8215,-1.1740,0.2820,-0.2629,-1.4818,-2.0931,-2.0931,-0.1609
1396949201183,0.2753,0.3261,-0.1882,0.1430,-0.1542,-1.3055,1.0787,1.0787,3.4209
1396949201282,0.0844,-0.2293,-0.0190,0.0538,0.1876,-1.0079,3.7295,3.7295,3.7106
1396949201382,0.1573,0.1112,0.0987,-0.3639,0.5453,-0.6369,4.7876,4.7876,2.0126
1396949201481,-0.0587,-0.1243,0.2730,-0.7780,0.6516,-0.2317,-0.2493,-0.2493,1.0444
1396949201580,0.1460,0.0649,-0.0351,0.4852,0.1570,-0.4976,-5.8302,-5.8302,-2.9826
1396949201679,0.7122,0.1578,0.8012,0.4813,0.1168,-0.5190,0.7983,0.7983,2.9115
1396949201779,0.6709,0.7034,-0.2379,-0.8843,0.3942,0.2380,6.2186,6.2186,6.0871
1396949201878,-1.9417,-0.4984,-0.0753,-0.0784,0.2685,0.3844,-2.3111,-2.3111,-4.7437
1396949201977,-0.0687,-0.0396,0.4437,0.6525,-0.0402,-0.1207,0.5840,0.5840,-4.2816
1396949202076,0.0050,0.1735,0.3691,0.4295,-0.2960,-0.4079,-1.8054,-1.8054,-2.9256
1396949202176,0.1901,0.3630,-0.0178,0.1920,-0.4602,-0.5144,-0.2859,-0.2859,-0.1084
1396949202275,-0.1093,0.1131,0.1064,0.0507,-0.4332,-0.4012,0.2162,0.2162,1.0421
1396949202374,0.0620,0.1140,0.0667,-0.0845,-0.4643,-0.3996,-0.9889,-0.9889,-0.8010
1396949202474,0.1875,0.1614,-0.1747,-0.1844,-0.5181,-0.4569,0.1186,0.1186,0.2679
1396949202573,-0.3615,-0.0523,0.0321,-0.1709,-0.4885,-0.4238,0.3772,0.3772,-0.5200
1396949202672,-0.0030,0.0307,0.0851,-0.2663,-0.4838,-0.5787,-1.1292,-1.1292,-1.8861
1396949202772,0.3692,0.1567,-0.3779,-0.3975,-0.5462,-0.8210,-0.7020,-0.7020,-1.3278
1396949202871,0.2381,-0.1150,-0.3059,-0.4071,-0.5520,-0.8439,0.4493,0.4493,0.5000
1396949202970,0.0904,-0.1281,-0.0044,-0.3739,-0.4885,-0.7813,0.7022,0.7022,0.1882
1396949203070,0.0874,-0.0504,-0.0049,-0.3688,-0.4513,-0.7344,0.5768,0.5768,0.3100
1396949203169,-0.0448,0.0311,0.0136,-0.3576,-0.4080,-0.6853,0.3712,0.3712,-0.0721
1396949203268,-0.0290,0.0866,0.0094,-0.3265,-0.3904,-0.6936,0.0312,0.0312,-0.1591
1396949203368,-0.0629,0.0068,0.0790,-0.2817,-0.3856,-0.7137,-0.1042,-0.1042,-0.3908
1396949203467,0.0073,-0.0371,0.0860,-0.2689,-0.4107,-0.8101,-0.5123,-0.5123,-0.9374
1396949203566,0.1995,0.0456,-0.0294,-0.2897,-0.4258,-0.9187,-0.4429,-0.4429,-0.7564
1396949203666,0.2490,0.0995,-0.1504,-0.3076,-0.4295,-0.9691,0.2743,0.2743,-0.1446
1396949203765,0.1839,0.1000,-0.0276,-0.2860,-0.3925,-0.9590,0.4718,0.4718,0.0627
1396949203864,0.0979,0.1467,0.1125,-0.2396,-0.3372,-0.9225,0.4957,0.4957,0.2853
1396949203964,0.0278,0.0793,0.1079,-0.2053,-0.3387,-0.8876,0.0391,0.0391,0.3150
1396949204063,0.0324,0.0415,-0.1355,-0.2070,-0.3591,-0.8609,0.3422,0.3422,0.3157
1396949204162,0.2000,0.0416,-0.2494,-0.2696,-0.2846,-0.8456,1.3329,1.3329,0.1077
1396949204262,0.1572,0.0586,-0.4236,-0.4685,-0.0574,-0.7688,3.7759,3.7759,-0.6217
1396949204361,0.2025,0.0274,0.3910,-0.5773,0.2688,-0.6979,1.0160,1.0160,-1.0333
1396949204461,-0.0242,0.0311,-0.1955,-0.5121,0.3349,-0.7812,1.4767,1.4767,-0.9712
1396949204560,-0.1356,0.2551,-0.0661,-0.8151,0.7871,-0.6666,3.1740,3.1740,-3.3713
1396949204659,0.4925,0.1794,0.1536,-0.8053,0.9844,-0.8664,-0.7469,-0.7469,-0.5697
1396949204758,-0.0978,0.2673,-0.2681,-0.7518,1.0828,-0.8537,1.1216,1.1216,-2.0055
1396949204858,0.7436,-0.5178,-0.2646,-0.5051,1.2027,-1.1484,1.2397,1.2397,-1.0028
1396949204957,-0.7387,0.2047,-0.8491,2.3366,1.1310,2.1425,8.0528,8.0528,-7.6341
1396949205056,0.4947,0.4123,0.4184,2.2547,0.4777,2.1304,-3.4390,-3.4390,2.2951
1396949205155,0.5942,3.3486,1.5100,-0.0070,0.7283,-1.3522,-17.8735,-17.8735,7.0013
1396949205255,-0.5991,2.8150,-1.4651,2.0710,0.8612,2.2915,12.5726,12.5726,-11.7957
1396949205354,2.1760,3.0686,2.8311,0.1788,1.2087,-1.5794,-28.1708,-28.1708,13.0062
1396949205453,-0.4339,3.5107,-3.6717,-0.2808,1.3514,-1.1266,21.5535,21.5535,-5.2159
1396949205553,-0.0813,0.6795,0.9825,-0.0967,0.7413,-0.7619,-10.0886,-10.0886,-0.8578
1396949205652,0.0223,0.0948,0.3634,-0.0736,0.7376,-0.7875,-1.6389,-1.6389,0.1837
1396949205752,0.0621,0.0501,-0.2919,-0.0141,0.6540,-0.7963,0.4321,0.4321,-0.0515
1396949205851,0.1664,-0.0371,-0.0598,-0.0093,0.6536,-0.7920,0.4564,0.4564,0.0912
1396949205950,0.1187,0.0317,-0.0275,0.0339,0.6818,-0.8171,0.2300,0.2300,0.0281
1396949206049,0.0093,0.0197,0.1045,0.0554,0.6989,-0.8128,-0.3564,-0.3564,0.1979
1396949206149,0.0750,0.0129,-0.0239,0.0808,0.6697,-0.7977,-0.0981,-0.0981,0.2404
1396949206248,0.0156,0.0067,-0.0819,0.0881,0.6565,-0.7668,-0.2562,-0.2562,0.3644
1396949206348,-0.0494,0.0599,-0.0047,0.0807,0.6460,-0.7246,0.0134,0.0134,0.2022
1396949206447,0.0019,0.1261,-0.0261,0.0684,0.6441,-0.7018,0.0336,0.0336,0.2401
1396949206546,-0.2306,0.1968,-0.5954,-0.0418,0.7719,-0.7109,4.1908,4.1908,-1.1496
1396949206645,-0.7607,-0.3549,-0.2982,0.2866,1.3819,-1.4072,4.7049,4.7049,-4.7224
1396949206745,-0.0338,0.2130,-0.1896,1.7524,0.8889,3.1096,3.0150,3.0150,-5.7782
1396949206844,-0.0653,0.5039,-0.3302,1.7787,0.4973,3.0354,1.1419,1.1419,-2.1523
1396949206943,-0.3003,1.2780,0.1076,1.7969,0.4161,3.0340,-1.5760,-1.5760,0.8155
1396949207043,1.8384,6.0506,1.1733,-0.6217,1.0486,-0.5445,-14.1130,-14.1130,29.8347
1396949207142,-0.9941,0.2264,-1.0687,-0.5952,0.3958,-0.4672,1.3576,1.3576,0.8978
1396949207242,0.2784,0.0341,0.5078,-0.5572,0.4801,-0.3797,0.3462,0.3462,0.5627
1396949207340,0.0500,0.1661,0.1545,-0.5223,0.4503,-0.3857,-0.7851,-0.7851,0.3174
1396949207440,-0.0029,0.1071,-0.0657,-0.4753,0.4119,-0.3721,0.2009,0.2009,0.3052
1396949207539,0.0036,0.0065,0.0215,-0.4451,0.3923,-0.3599,-0.1906,-0.1906,0.0072
1396949207638,-0.0507,0.0287,-0.0231,-0.4091,0.3701,-0.3818,-0.2039,-0.2039,-0.2263
1396949207738,-0.1100,0.1675,-0.4306,-0.4634,0.4670,-0.3989,2.8702,2.8702,-1.2560
1396949207837,0.0727,0.1126,0.1284,-0.6741,0.7837,-0.3124,2.1258,2.1258,-0.9333
1396949207936,-0.2981,0.0087,-0.0137,-0.8858,1.0867,-0.1894,2.3657,2.3657,-2.2383
1396949208036,-0.3710,0.2176,-0.1766,2.6025,1.3692,2.4701,4.7275,4.7275,-5.7397
1396949208135,0.0496,0.9691,0.1622,2.2325,0.8017,2.7390,1.6854,1.6854,-3.1020
1396949208234,1.3970,6.8578,2.3908,0.0716,1.3052,-1.3815,-18.3123,-18.3123,23.7986
1396949208334,-6.2904,5.1667,-7.1872,-0.3772,0.4407,-0.6750,4.6755,4.6755,0.8365
1396949208433,0.0410,-0.0434,-0.4403,-0.2997,0.5033,-0.5235,0.0598,0.0598,0.5819
1396949208532,-0.0232,0.0357,-0.0189,-0.2609,0.3826,-0.5399,-0.1981,-0.1981,-0.0696
1396949208632,-0.0951,0.0880,-0.1249,-0.2471,0.3337,-0.5281,0.0197,0.0197,-0.0622
1396949208731,0.0071,0.0284,-0.0029,-0.2285,0.3258,-0.5318,0.1058,0.1058,0.0655
1396949208830,-0.0147,0.0640,-0.0315,-0.2115,0.3274,-0.5359,-0.0720,-0.0720,-0.1194
1396949208930,-0.0007,0.1057,-0.1270,-0.2194,0.3833,-0.5400,0.7431,0.7431,-0.0334
1396949209029,-0.0242,0.2856,-0.4075,-0.4168,0.6664,-0.5773,7.3314,7.3314,-3.9628
1396949209129,-0.5234,1.1056,-0.9287,2.5809,1.0940,2.0662,7.5680,7.5680,-8.2387
1396949209228,3.0718,0.4275,3.0359,-0.5467,1.2667,-0.6215,-20.6227,-20.6227,10.5693
1396949209327,-2.0510,1.6061,-6.2335,0.7118,1.4398,-2.2909,10.1708,10.1708,-11.8808
1396949209427,1.4991,1.5851,1.5035,2.1021,1.0447,2.6833,-11.1880,-11.1880,9.5577
1396949209525,-0.3888,3.9435,1.6216,0.0322,0.2968,-0.8983,7.2726,7.2726,-6.0687
1396949209625,0.7589,0.4023,1.8921,-0.1350,0.9031,-0.8739,-3.4652,-3.4652,1.4931
1396949209724,0.1227,0.0586,-0.2651,-0.0908,0.7038,-0.8655,-1.5773,-1.5773,0.6150
1396949209824,0.0060,0.1186,-0.5079,-0.0640,0.5954,-0.8259,0.2216,0.2216,0.4921
1396949209923,-0.0563,0.0020,-0.1440,-0.0417,0.5904,-0.8199,-0.3471,-0.3471,-0.2043
